url_length,has_at_symbol,num_dots,is_https,num_hyphens,has_ip_address,num_suspicious_keywords,num_input_fields,has_password_field,form_action_mismatch,num_external_links,has_hidden_fields,num_iframes,url_entropy,domain_age_days,label
63,0,1,1,1,0,0,5,1,0,9,1,1,2.2900739892482376,2034,0.0
243,1,13,0,6,1,3,17,1,1,8,0,1,4.11184390605732,152,1.0
34,0,2,1,2,0,1,5,0,1,0,0,1,3.351088715185975,2975,0.0
57,0,2,1,1,0,1,6,0,0,1,0,1,2.902776983926706,367,0.0
50,0,1,1,0,0,1,2,0,1,7,0,1,2.1095879690491723,1568,0.0
162,1,3,0,4,0,3,16,1,1,17,0,1,3.520492528205914,15,1.0
22,0,2,1,1,0,0,5,1,1,5,0,1,3.294581589673924,2655,0.0
249,0,5,0,7,1,1,7,0,1,18,0,4,3.8937275118508867,175,1.0
179,1,10,0,5,1,4,11,1,1,11,1,4,3.5277968503915,119,1.0
73,0,1,1,2,0,0,2,1,0,7,0,0,3.2122523707831636,1805,0.0
98,0,7,0,6,0,3,6,1,0,10,1,2,3.7058407199253067,15,1.0
222,1,14,1,7,0,1,19,1,0,26,0,2,4.665340622307309,170,1.0
45,0,1,1,0,1,0,5,0,0,2,1,0,2.3786636945419515,2107,0.0
60,0,2,1,0,0,0,3,1,0,4,1,0,3.4465066523165087,3338,0.0
42,0,3,1,2,0,0,3,1,0,5,0,0,2.0800234918247913,2605,0.0
30,0,1,0,1,0,0,0,1,0,0,0,0,2.5421766271618127,1049,0.0
75,0,3,0,0,0,0,4,0,1,8,0,0,3.122217903654712,473,0.0
101,0,12,0,4,0,3,17,1,1,9,1,4,4.581087668040018,144,1.0
62,1,2,0,0,0,1,1,0,0,5,0,0,2.9208437633118702,1287,0.0
152,1,7,0,7,0,1,11,1,0,8,0,3,3.616117327977126,15,1.0
122,1,13,0,5,1,3,3,1,0,5,1,0,3.9493344794223457,68,1.0
230,1,7,0,9,0,4,13,1,0,26,1,0,4.1826134532805765,16,1.0
64,0,1,1,1,0,0,5,0,1,5,0,1,3.332013269003957,247,0.0
41,0,1,1,1,0,0,4,1,0,1,0,1,3.14380266808103,3392,0.0
62,0,2,0,1,0,1,7,0,0,7,0,1,2.042725715823907,3381,0.0
34,0,1,1,0,0,1,4,0,0,9,0,1,2.3928938672723437,1482,0.0
71,0,2,1,2,1,0,5,1,0,5,0,1,3.04370347223867,3358,0.0
88,0,6,1,7,0,3,12,1,0,20,1,4,4.822963332710911,102,1.0
191,1,12,0,3,0,2,6,1,1,11,1,1,4.169255656719045,99,1.0
155,1,8,1,6,1,1,10,1,1,21,1,3,3.5790796495017516,43,1.0
32,0,3,1,0,0,1,6,0,1,4,0,1,3.4963223325218618,965,0.0
73,0,1,1,2,1,0,4,0,0,5,0,0,2.8053519057806326,2266,0.0
31,0,2,1,2,0,0,0,1,1,8,1,0,2.6048442090211936,576,0.0
63,0,1,0,1,0,0,5,0,0,5,1,1,2.148309543314454,622,0.0
65,1,7,0,2,1,2,18,1,0,19,1,4,4.420524781593115,71,1.0
196,1,3,0,3,0,1,3,1,0,15,1,1,4.041209467067004,56,1.0
97,0,6,1,8,1,4,3,1,1,14,1,0,3.833424149957878,141,1.0
121,1,13,0,4,1,2,6,1,1,29,1,1,3.829792934553465,172,1.0
121,1,9,1,7,1,4,8,1,1,29,0,3,4.777685507990812,151,1.0
31,0,1,0,2,0,0,1,0,0,3,0,0,3.0487661471923593,954,0.0
46,0,1,1,1,0,1,4,1,0,7,0,1,3.4712650523358475,754,0.0
122,0,3,0,7,1,2,10,1,1,26,1,2,4.894474411551992,26,1.0
68,0,1,1,2,0,1,6,1,0,5,0,1,3.3937043505826523,1175,0.0
121,1,10,0,2,0,4,4,0,1,11,1,0,4.787310186465545,25,1.0
20,0,3,1,0,0,1,3,1,0,7,0,1,2.534379564348202,2523,0.0
107,1,4,1,9,1,1,17,0,0,19,1,1,3.804279858091798,18,1.0
143,0,14,1,2,1,3,17,1,1,9,1,1,4.540794742813598,112,1.0
124,0,5,0,7,1,4,9,1,0,15,0,2,4.1739118204349746,74,1.0
210,0,11,1,8,1,4,14,1,0,8,0,4,4.864615530069026,1,1.0
162,0,13,1,5,1,4,16,1,0,24,0,3,4.464656528926776,57,1.0
189,0,5,0,2,0,3,13,1,0,5,0,4,4.404339323908153,4,1.0
153,0,7,0,2,1,1,6,1,0,27,0,3,4.601525053002944,80,1.0
206,0,14,0,4,0,4,9,1,0,8,0,4,4.959190552484666,48,1.0
249,1,11,1,8,1,2,18,1,0,8,1,3,4.18661572574932,3,1.0
42,0,2,0,1,0,1,3,1,0,2,1,0,2.841579259285819,2067,0.0
47,0,1,1,2,0,1,3,1,0,0,0,1,2.919200858204196,1569,0.0
73,0,3,1,0,1,1,0,0,0,8,0,0,3.1341074153326423,1042,0.0
39,0,3,1,1,0,1,4,0,0,8,0,1,3.3932060299966853,1449,0.0
41,0,3,1,1,0,0,4,1,0,1,0,1,3.4266683014643995,352,0.0
160,1,12,0,5,1,2,14,1,1,23,1,1,4.095183988121876,28,1.0
43,0,3,0,2,0,1,0,1,1,9,0,0,2.8918251517175673,2444,0.0
203,1,4,0,6,1,3,8,1,0,22,1,2,4.929251583755876,24,1.0
44,0,2,1,1,0,0,1,1,0,2,1,1,2.166434391551505,1859,0.0
59,0,2,1,2,0,1,7,0,0,8,0,1,3.0680818005368407,680,0.0
77,0,1,1,1,0,0,5,0,0,6,0,1,2.5672274199386917,1228,0.0
33,0,1,0,2,0,0,7,0,0,7,1,0,3.327678981361469,2187,0.0
112,0,11,0,3,1,1,18,1,0,28,0,1,3.8189964297670143,52,1.0
30,1,2,1,2,0,1,0,1,0,1,0,1,2.3852202215258584,1364,0.0
56,0,3,1,1,0,1,3,1,1,2,1,1,2.252135878029463,1119,0.0
32,0,3,0,0,0,0,1,1,1,5,0,0,3.174648014375225,900,0.0
51,0,2,1,1,0,1,4,1,0,9,0,1,2.502664790055416,1803,0.0
73,0,2,1,1,0,0,1,0,0,0,0,0,2.8274828731856845,611,0.0
54,0,1,1,1,0,0,1,1,0,2,0,1,3.271361044685394,1895,0.0
53,0,3,0,2,0,0,5,0,0,3,0,1,2.643981750406558,1685,0.0
21,0,2,1,0,0,1,2,0,1,7,0,0,2.678042860197028,269,0.0
98,0,10,0,3,1,1,11,1,1,16,1,4,4.528477623897799,135,1.0
36,0,3,1,2,1,1,0,1,0,6,0,0,3.131707212503356,389,0.0
57,0,2,1,2,0,1,6,1,0,4,1,1,2.3383699162416427,3143,0.0
171,1,3,1,4,1,4,19,0,1,9,0,4,4.373800666161104,19,1.0
65,0,3,0,0,0,1,5,0,0,1,0,1,3.3840137427863617,358,0.0
114,1,8,0,9,1,1,16,1,1,19,0,4,4.672593483507139,141,1.0
98,0,3,1,7,0,2,7,1,1,27,1,3,4.918242290839251,91,1.0
182,0,10,1,6,0,1,14,1,1,7,1,4,4.989415198674361,162,1.0
28,0,3,1,0,0,0,0,0,0,6,0,1,2.2316224165099885,1655,0.0
157,0,8,1,6,1,1,4,1,1,9,1,4,4.8708144354826945,111,1.0
77,0,1,0,1,0,1,6,0,0,6,1,0,2.3782133909969785,1398,0.0
51,1,2,1,0,0,1,6,0,0,4,0,0,2.6543748675647247,2915,0.0
68,0,3,1,0,0,1,3,1,0,8,0,1,2.4163199889470364,1850,0.0
91,1,6,0,5,1,1,9,1,1,21,1,4,3.8274546677172685,129,1.0
37,0,1,0,0,0,1,5,1,0,0,1,1,3.2248634200389192,1638,0.0
27,1,2,1,0,0,0,7,0,0,5,1,0,3.1867740010834016,2234,0.0
198,1,4,0,9,1,3,12,1,0,21,1,1,4.971567293381699,46,1.0
32,0,2,1,2,0,0,7,0,0,7,0,1,2.515560638203427,2337,0.0
40,0,2,1,0,0,1,7,0,0,4,0,0,2.3458259736055505,3540,0.0
187,1,12,0,8,1,2,5,1,1,27,1,1,4.661858124761547,102,1.0
65,0,2,1,0,0,1,7,0,0,8,1,0,2.554892142958488,789,0.0
145,0,11,0,8,1,4,8,1,1,19,0,0,4.024284201754097,115,1.0
39,0,1,0,2,0,0,1,0,0,2,0,1,2.546427501942249,1552,0.0
58,0,3,1,2,0,0,4,1,0,9,0,1,3.084372579384403,555,0.0
247,1,7,0,5,1,1,8,0,1,7,1,3,4.361873296327819,176,1.0
244,0,4,0,5,1,4,7,1,1,26,1,0,4.000853707289831,176,1.0
61,0,1,1,0,0,0,5,1,0,7,0,0,2.5518543879294135,619,0.0
34,0,3,1,2,0,0,4,1,0,0,0,0,3.3349455577058715,192,0.0
44,0,3,0,0,0,0,5,1,0,2,0,1,3.234145903201055,3569,0.0
211,1,4,1,2,0,3,19,1,1,11,1,0,3.9260875835606437,100,1.0
210,1,5,0,9,1,4,12,0,1,5,1,1,3.6541523639746725,131,1.0
102,0,12,1,6,1,3,11,1,0,29,1,0,3.5102611222225453,155,1.0
242,1,9,1,2,1,3,17,1,0,15,1,4,4.7874956476713875,177,1.0
64,0,3,1,1,0,0,1,0,0,3,0,1,3.35625282432159,3041,0.0
27,0,1,1,0,0,1,7,0,0,6,0,1,3.1383683733305445,1533,0.0
177,1,13,1,7,0,2,3,1,1,27,1,1,4.017154650349811,92,1.0
176,1,3,0,7,1,2,5,1,1,24,1,0,3.808432231549012,63,1.0
63,0,2,1,1,0,0,0,1,0,3,0,1,2.080120644874323,1132,0.0
65,0,3,1,2,0,0,1,1,0,8,0,1,2.399745800019268,1073,0.0
35,0,1,1,0,0,1,1,1,0,9,1,0,3.339544937128952,1803,0.0
26,0,2,1,1,0,0,5,0,0,5,1,0,2.3838243290671626,1850,0.0
35,0,2,0,2,0,0,3,1,0,5,0,0,2.177595262141481,659,0.0
61,0,2,1,1,0,0,6,0,0,4,0,0,3.3246995934911867,2595,0.0
36,0,2,1,2,0,1,2,0,0,9,0,0,3.2846645669681447,697,0.0
58,0,3,1,1,1,1,2,1,0,1,0,0,3.1097986993143762,2414,0.0
62,0,3,0,2,0,0,4,1,0,4,0,0,2.891822573917486,1463,0.0
48,0,3,1,2,0,0,5,1,0,6,1,1,2.415568394425134,3134,0.0
70,0,3,1,2,0,0,2,0,0,3,0,1,2.236417023594302,1467,0.0
78,1,1,1,0,0,0,0,1,0,1,0,0,3.250086971156906,2580,0.0
73,0,3,1,0,0,0,1,1,0,1,0,0,3.4519541682803823,2203,0.0
24,1,3,1,1,0,0,7,0,0,5,0,0,2.191690232386733,1269,0.0
249,0,4,0,9,1,4,13,1,1,15,1,1,3.8301350990709087,72,1.0
246,0,12,1,8,0,2,7,1,1,15,0,3,3.6537937973417023,68,1.0
44,0,2,1,2,0,0,3,1,0,4,1,0,2.8626295420776726,1887,0.0
125,1,4,0,6,0,4,12,0,1,29,0,1,4.249322502807007,136,1.0
22,0,1,1,0,0,1,5,0,0,2,0,0,2.423549101328086,3092,0.0
249,0,12,1,2,0,2,4,1,1,24,0,2,3.6971185742829027,153,1.0
64,0,3,1,2,0,0,7,1,0,4,0,0,3.290902624790436,1113,0.0
89,0,4,1,4,0,4,15,1,0,18,0,3,4.148015838395544,164,1.0
47,0,3,1,0,0,1,3,1,0,0,0,1,2.952254233968826,2294,0.0
29,0,2,1,1,0,0,2,0,1,6,1,1,3.326220819478583,2625,0.0
28,0,3,1,0,0,1,4,0,0,3,0,1,3.1521298119615744,3482,0.0
60,0,1,1,2,0,1,4,0,0,3,0,1,2.696105428146855,1328,0.0
63,0,3,1,0,0,0,7,0,0,7,0,0,3.460903108982292,552,0.0
75,0,3,1,2,0,0,5,1,0,5,0,1,2.595397793576523,2314,0.0
216,0,14,1,7,1,1,11,1,0,19,0,2,3.7089792235670695,62,1.0
52,0,1,1,0,0,1,0,1,1,4,0,1,3.201175120060839,279,0.0
62,1,3,0,9,1,3,11,1,0,8,0,3,4.014577598779476,35,1.0
74,0,1,1,0,0,0,5,1,0,1,0,0,3.2060341842786966,2788,0.0
67,0,1,0,1,1,0,4,0,0,2,1,0,2.028308381885908,344,0.0
29,0,1,1,0,0,0,4,0,1,5,0,0,3.2449362637342736,310,0.0
121,1,5,0,7,1,1,19,1,1,13,1,3,3.5947746452903395,17,1.0
59,1,3,1,0,0,1,7,1,0,5,0,0,2.5097405370101735,1887,0.0
50,0,1,1,0,0,1,3,0,1,7,0,0,2.115547999976171,2733,0.0
172,1,3,1,9,0,2,9,1,1,6,0,1,3.8345147353005995,47,1.0
211,1,3,1,3,0,2,12,0,1,13,1,1,4.785645409414874,117,1.0
73,0,3,1,2,0,1,5,0,0,0,0,1,3.3564992712988095,2002,0.0
95,1,3,0,9,0,1,12,1,1,10,1,1,3.6174525057193363,166,1.0
79,1,3,1,0,0,0,7,0,0,6,0,1,2.064503248166858,3209,0.0
55,0,1,0,0,0,0,3,1,1,0,1,0,2.675042768028031,3266,0.0
185,0,3,0,4,0,3,11,1,0,7,1,1,4.627691881050884,130,1.0
166,1,14,0,8,1,1,12,0,0,18,1,0,4.502004876114521,168,1.0
34,0,3,1,1,1,1,5,0,0,7,0,1,3.297786216659593,660,0.0
67,1,3,1,2,0,0,0,1,0,4,0,1,2.669393377714848,2259,0.0
77,0,3,0,2,0,1,4,0,0,9,0,0,2.2952176241904607,1493,0.0
52,0,2,1,2,0,0,0,1,0,1,0,0,3.485892470315985,2070,0.0
58,0,2,1,1,0,0,2,1,0,0,0,0,3.403695261343179,1169,0.0
44,0,3,0,1,0,0,4,1,0,7,0,1,2.2225217943784585,2134,0.0
42,0,3,1,1,0,1,0,1,0,7,0,1,2.163892334886286,3299,0.0
32,0,3,1,1,0,0,3,1,0,9,1,0,2.418977193594922,1686,0.0
124,1,7,1,8,0,2,8,0,1,15,0,0,4.127518711240637,76,1.0
26,0,3,0,1,0,1,5,0,1,0,0,0,2.7651037834260617,2419,0.0
71,0,1,1,1,0,1,3,1,0,0,0,0,2.7326612100702503,447,0.0
30,0,3,0,1,0,1,3,0,0,4,0,0,2.980453284076593,2824,0.0
151,0,5,0,4,1,3,17,1,1,22,1,0,4.813527691379159,14,1.0
23,0,3,1,2,0,0,3,0,0,7,0,0,3.338901184591311,3527,0.0
132,1,11,0,5,1,1,9,1,1,20,1,2,3.740950418927826,168,1.0
229,1,9,0,5,0,1,12,1,1,26,0,1,4.888741061665276,143,1.0
27,0,2,1,0,0,0,0,0,0,3,0,0,2.5032915370248476,2143,0.0
38,0,1,0,2,0,1,3,0,0,1,0,1,2.4400341199909814,650,0.0
71,1,6,0,9,0,1,6,1,1,10,0,4,4.196000642294639,0,1.0
201,1,13,1,6,1,2,6,1,0,28,0,0,4.277419581033067,66,1.0
117,0,5,0,7,0,4,18,1,0,11,0,1,4.560434477740134,96,1.0
37,0,2,1,2,0,1,6,0,0,6,0,0,2.8077449761175894,1410,0.0
128,1,14,0,6,1,4,10,1,0,19,1,4,4.897218488895021,88,1.0
128,0,4,0,6,1,4,19,1,0,20,0,2,4.938626363423605,62,1.0
52,1,1,1,1,0,0,6,1,0,4,1,0,2.695751514425078,2279,0.0
214,0,13,0,7,0,4,10,0,0,15,1,3,4.146475593272305,165,1.0
134,1,12,0,2,1,3,10,1,1,11,0,0,4.573431075457679,84,1.0
117,0,13,1,6,0,1,6,0,0,6,0,2,4.903137236672801,120,1.0
40,0,2,1,2,0,0,0,1,0,0,0,1,2.9721737664270433,2748,0.0
212,1,9,1,4,1,4,5,1,1,18,1,4,3.835418929688997,141,1.0
29,0,1,0,1,0,0,3,0,0,6,0,0,2.6513278942526264,1869,0.0
92,0,4,1,5,0,1,4,1,0,25,1,4,4.152939086281451,102,1.0
74,1,12,0,8,0,3,13,1,1,29,1,3,4.571689525828672,37,1.0
231,1,4,0,8,1,1,15,1,1,26,0,4,4.66904775550268,150,1.0
185,1,6,1,8,1,3,5,1,1,16,1,4,4.788398523987091,115,1.0
68,0,3,1,0,0,0,6,1,0,1,0,1,3.0263430663320383,1488,0.0
94,0,6,1,4,0,3,18,1,1,15,0,2,4.186944821734303,25,1.0
31,0,1,1,2,0,0,3,0,0,8,1,1,2.498971453001219,3220,0.0
67,0,1,0,1,0,1,1,0,0,2,0,1,2.174600476745564,3526,0.0
35,0,2,0,1,0,1,6,0,0,0,1,1,3.0493384391774496,1103,0.0
29,0,2,1,2,0,1,5,1,0,3,0,0,2.465754128824225,1993,0.0
234,1,10,0,9,1,1,14,1,0,10,1,1,4.461537286453032,103,1.0
69,0,3,1,2,0,0,7,1,0,4,0,1,2.7193116876593426,356,0.0
163,1,3,0,3,1,1,6,0,1,29,0,0,4.270799788569907,71,1.0
246,1,8,0,3,1,3,12,1,0,15,0,0,4.442610436461485,45,1.0
167,1,9,0,3,1,3,9,1,0,19,1,2,4.3993958900660814,133,1.0
249,1,4,0,8,0,4,13,1,1,18,1,4,4.496509049908523,36,1.0
189,1,4,0,4,0,1,12,0,0,20,1,3,4.265780391948267,22,1.0
224,1,9,0,2,0,1,3,1,0,14,1,4,4.167259039010794,84,1.0
48,1,3,1,1,0,0,0,0,1,1,0,1,2.693382864266151,1874,0.0
206,1,10,1,5,1,2,10,1,1,13,1,3,4.651814545450567,174,1.0
67,0,1,1,0,0,1,1,0,0,3,0,0,3.0863147462200398,1853,0.0
119,1,13,1,9,1,1,10,1,1,9,0,0,3.6596176443542667,69,1.0
76,0,3,1,1,0,1,2,1,1,7,0,0,3.2207388501480563,2816,0.0
120,0,7,1,2,0,3,18,0,1,10,1,0,3.5034851091978956,90,1.0
28,0,2,1,0,1,0,5,1,1,1,0,1,3.445764277390789,2187,0.0
54,0,2,0,2,0,1,0,1,0,0,0,1,3.045489851106201,2797,0.0
62,0,3,1,1,0,0,7,0,0,1,0,1,2.5329008270860003,408,0.0
158,1,4,0,7,0,1,19,1,0,16,0,3,4.638858469485493,6,1.0
44,0,2,1,2,0,0,7,0,0,3,0,1,2.394577271017906,2118,0.0
227,1,3,1,6,0,3,14,1,1,27,1,2,4.251560355476905,59,1.0
23,0,1,1,0,0,1,0,0,0,4,0,1,3.423403812502256,2034,0.0
82,1,10,0,7,0,2,17,1,1,5,0,3,4.416712284816869,43,1.0
151,1,10,1,3,0,4,11,1,1,18,1,2,4.591215616994745,33,1.0
68,0,2,1,0,0,0,1,1,0,4,0,0,2.0637181499477015,3460,0.0
36,1,3,1,0,0,1,6,1,0,4,0,1,2.3986991328930087,2788,0.0
51,0,1,1,2,0,1,7,0,0,2,1,1,3.3282857581297955,3079,0.0
172,0,12,0,6,0,3,12,1,0,26,1,3,4.629678270769511,18,1.0
98,1,6,0,2,1,4,7,1,1,24,0,2,4.683644167473135,50,1.0
104,0,11,0,3,1,1,12,1,1,23,0,4,3.8983363970186202,10,1.0
23,0,1,1,2,0,1,6,1,0,6,0,0,2.6946770509256757,871,0.0
26,0,3,1,1,0,0,2,0,0,5,0,1,2.9318002169062733,3029,0.0
67,1,4,0,4,1,4,17,1,0,29,1,3,4.910745797769517,38,1.0
30,0,2,1,2,0,1,6,1,0,0,0,0,2.1065016192580854,1638,0.0
188,1,7,0,3,0,4,12,1,1,21,0,1,4.572429235327665,23,1.0
61,0,2,1,0,1,1,6,0,0,7,1,1,2.4774728002021646,1348,0.0
34,0,2,1,1,1,1,4,1,0,2,0,0,3.2629581780609436,1841,0.0
122,0,6,0,8,1,3,16,1,1,10,1,1,3.637231277581188,98,1.0
29,0,2,1,2,0,1,6,0,0,3,0,1,2.1731413410564016,3363,0.0
158,1,7,1,8,0,4,14,0,1,18,1,1,4.830564116670443,17,1.0
239,1,6,1,5,1,1,5,1,1,7,1,3,3.6556345153037846,169,1.0
44,0,2,1,2,0,1,6,0,0,2,0,1,2.7779225474530014,734,0.0
72,0,2,1,1,0,1,3,1,0,0,0,1,3.3027597060280867,3004,0.0
66,0,1,1,2,0,0,5,0,0,8,0,0,2.7650290695920474,2215,0.0
249,0,5,0,7,0,3,10,1,1,12,0,1,4.9067386999776,69,1.0
160,1,13,0,5,1,1,15,0,0,25,0,2,3.6124400652050195,139,1.0
74,1,12,0,4,1,1,11,1,1,7,1,3,4.083152619292395,160,1.0
31,0,3,1,1,0,1,1,1,1,9,0,1,2.334123155410556,1627,0.0
26,1,1,1,2,0,0,0,1,1,6,0,0,2.9190830779126355,3028,0.0
247,1,10,0,6,0,1,15,1,0,17,1,3,4.708244069048367,94,1.0
78,1,4,0,3,0,3,13,1,1,18,0,0,4.486924228672439,101,1.0
113,1,4,0,7,1,2,7,1,1,19,0,3,4.317473417150027,100,1.0
213,1,4,1,4,1,3,11,1,1,20,0,1,4.640492332106207,93,1.0
206,1,3,1,7,0,1,12,1,0,19,0,1,4.859206304191219,31,1.0
78,0,1,0,1,0,1,5,0,1,6,1,0,2.868077015885357,1064,0.0
67,0,2,1,2,0,0,1,1,0,0,0,0,2.7402330706075233,2032,0.0
217,0,7,0,9,0,3,9,1,1,12,1,3,3.795000848585461,25,1.0
56,0,3,1,2,0,1,1,0,0,7,0,0,2.5064842532014096,2926,0.0
207,0,3,0,2,0,1,8,1,1,26,0,2,4.50040397780586,62,1.0
159,1,5,1,5,0,4,19,1,1,10,0,1,4.003765230558974,11,1.0
194,1,9,0,6,1,3,19,1,0,11,1,0,3.8148770686220774,165,1.0
52,0,2,0,0,0,1,6,0,0,4,0,0,2.4701200472805054,1179,0.0
229,1,8,0,6,0,3,19,1,1,29,1,3,3.8394160012157106,156,1.0
199,0,9,1,9,0,4,19,1,1,25,0,1,4.101721954237696,32,1.0
87,1,12,1,2,1,1,7,1,1,7,1,1,4.799275563303544,160,1.0
75,0,3,1,2,0,1,7,1,1,1,0,1,3.228695332341502,2681,0.0
67,0,3,1,1,0,1,7,1,0,4,0,0,2.226865007220449,2048,0.0
54,0,2,1,0,0,1,0,1,0,9,0,0,2.8840645589721756,3530,0.0
52,0,2,1,1,0,0,5,0,0,4,1,1,2.3864842652107923,2834,0.0
203,1,13,0,7,1,4,3,1,0,17,1,2,4.17451546577558,48,1.0
22,0,1,1,1,0,0,1,0,0,6,0,0,2.1115964365579227,2906,0.0
37,0,2,1,2,0,1,6,0,1,3,0,1,2.333436580744332,799,0.0
68,0,3,1,2,0,1,6,1,0,7,0,1,3.2465592906606924,2090,0.0
223,0,11,0,4,1,2,12,1,1,6,1,1,3.517876974467363,168,1.0
38,0,1,1,2,0,0,5,0,0,1,0,0,2.6568961457710563,2535,0.0
57,0,1,1,0,0,1,7,0,1,8,0,1,2.0815492676602756,1447,0.0
33,0,3,1,0,0,0,2,0,1,1,0,1,3.0785257317679022,2147,0.0
76,0,3,1,1,0,1,2,0,0,0,1,0,2.393690467101025,1002,0.0
231,1,5,1,5,1,3,15,1,1,26,1,1,3.700301349741124,19,1.0
33,0,1,1,1,0,0,1,1,0,2,0,0,2.126963910818377,1507,0.0
68,0,3,1,0,0,1,6,0,0,2,0,1,2.172745867856788,1949,0.0
176,1,9,0,6,0,1,18,1,1,24,1,1,4.720413220051034,122,1.0
70,0,1,1,0,0,1,7,0,1,6,0,0,2.478885057871845,1803,0.0
47,1,3,1,1,0,1,4,1,0,5,1,1,3.3569840936132445,3427,0.0
143,1,5,0,5,1,1,5,1,1,13,0,4,4.566740131291649,98,1.0
148,0,14,0,4,0,2,18,1,1,23,1,2,4.836532524450817,27,1.0
78,0,2,1,1,0,0,0,1,1,8,0,0,3.2762039024742693,2440,0.0
34,0,1,1,1,0,1,4,1,0,6,0,1,3.04159599121987,1523,0.0
59,0,2,1,1,0,0,0,1,0,8,0,1,2.8647736857329567,2538,0.0
187,1,9,0,5,0,4,8,1,1,17,1,4,4.35914079943263,54,1.0
217,1,4,1,7,1,4,19,0,1,27,1,2,3.7153171339156517,21,1.0
187,1,14,0,7,1,1,6,1,1,20,0,3,3.5495179038504907,91,1.0
176,1,10,0,2,0,1,9,1,0,28,1,3,4.224701968348249,64,1.0
229,1,14,0,6,0,3,13,1,0,26,0,0,4.647164363187634,84,1.0
68,0,11,0,3,1,2,19,1,1,5,0,4,3.687305115358884,160,1.0
46,0,2,1,1,0,0,5,0,0,2,1,0,2.411678075307218,1121,0.0
118,1,4,1,7,0,2,13,1,1,22,1,0,4.731713637080521,37,1.0
235,0,5,1,3,1,3,7,1,0,22,1,3,4.200526799782613,122,1.0
57,1,1,1,2,0,1,1,0,0,2,0,1,2.3663451755143763,1416,0.0
245,1,4,0,8,0,4,11,0,1,24,0,1,4.520840999208257,140,1.0
153,1,9,0,9,0,4,8,0,1,17,1,3,4.57605916109446,25,1.0
76,0,6,1,6,1,2,7,1,1,7,0,1,3.888442407537463,145,1.0
50,0,2,1,0,0,1,6,0,0,8,0,1,2.849467432278657,2864,0.0
92,1,8,1,5,1,3,15,0,1,29,0,2,4.245843792529993,26,1.0
52,0,3,0,2,0,1,3,0,0,2,0,1,2.449020164727016,578,0.0
234,1,12,1,7,0,4,13,1,1,25,1,2,4.146815727296493,77,1.0
65,0,3,0,2,1,1,0,0,0,8,1,1,2.9496029147976603,3588,0.0
62,0,2,1,2,0,0,0,0,0,3,0,0,2.7514080376248415,556,0.0
148,1,8,1,9,1,1,4,1,1,14,0,1,4.166593427676621,40,1.0
173,1,10,1,8,1,4,15,0,0,28,1,4,3.844090253231573,107,1.0
141,1,7,0,2,1,1,19,1,0,13,1,2,4.816538268241772,132,1.0
149,1,8,1,5,1,3,10,1,0,16,0,4,3.9588422198922797,23,1.0
86,1,10,0,2,1,2,18,1,0,11,0,2,4.360893704184473,28,1.0
146,1,11,0,9,0,4,17,1,1,11,1,4,4.30878661927045,21,1.0
117,1,11,0,5,1,2,13,1,0,27,1,4,3.6917177665405743,123,1.0
107,1,4,0,5,1,4,13,1,0,11,1,1,4.975859545845745,63,1.0
51,0,3,0,0,0,0,5,1,0,0,0,0,2.9511932163002044,657,0.0
147,1,4,1,6,1,2,8,1,1,12,0,3,3.8539949088638563,132,1.0
68,0,2,1,1,0,0,3,0,0,6,0,1,2.6267173743522503,1498,0.0
61,1,7,1,4,1,1,11,1,1,24,1,0,3.511649963230953,51,1.0
198,1,12,0,9,0,3,12,0,1,18,1,4,4.619904806966305,149,1.0
61,1,7,1,6,0,2,12,1,1,11,0,2,4.591178586929181,102,1.0
67,0,2,1,0,0,0,2,1,0,6,0,1,3.2336766364550993,1100,0.0
65,1,8,0,3,1,3,6,1,0,22,1,4,4.982735726730207,142,1.0
147,1,7,0,2,1,2,7,1,0,6,1,3,4.037992044539688,172,1.0
